Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
0.0,0.0,12.0,3.0,4.400946915,174.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.342976529
0.0,0.0,15.5,7.045454545,2.1,2.0,25.0,7.0,10.0,10.4,2.2,0.044,2.0,1.47,1.0,0.07,0.401408691,0.147856377,4,1,2,4,2,2.5399999999999996,2.519273071
0.0,0.0,70.57538064,7.618145588,1.0,24.0,20.0,8.0,1000.0,10.0,2.7,0.111,4.111111111,0.0,0.36,0.0,0.11,0.040740741,4,1,2,3,2,0.36,0.6
0.0,0.0,10.0,8.695652174,9.850589846,48.0,20.0,8.2,0.0,4965.007722,1.15,0.01403,1.22,0.1874675,6.477569433,0.42678,1.458930341,0.612651356,4,1,7,0,1,7.0918169330000005,9.126563083
0.0,0.0,20.0,5.0,4.449842475,24.0,22.0,7.5,2.0,0.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,4,1,2,4,2,0.0,1.986764661
0.0,0.0,38.0,1.92893401,3.3,168.0,25.0,7.0,20.0,296.7138697,19.7,0.50038,2.54,0.0,26.4801622,0.285656219,2.879293628,0.381152527,4,1,2,2,2,26.765818419,24.1
0.0,0.0,6.389181463,4.838649723,4.0,168.0,20.0,7.0,1.0,242.8724374,1.320447197,0.026909326,2.037894909,0.30667,3.796268298,0.236171869,0.281541099,0.174619364,4,1,5,4,2,4.339110166999999,9.741495872
4.5,0.5,13.6,3.022222222,5.546607243,72.0,25.0,7.0,10.0,42.80281155,4.5,0.04,0.888888889,0.28973,2.9,0.02,0.17,0.037777778,0,0,2,4,1,3.20973,0.931686325
1.2,0.018055556,7.27243002,2.369025061,3.250402019,72.0,20.0,7.0,5.0,28.7,3.2,0.1088,3.4,0.117845,2.695714397,0.12809883,0.245756861,0.058795263,5,0,5,4,1,2.941658227,0.797247207
0.0,0.0,31.52869714,6.416884456,1.0,24.0,20.0,8.0,1000.0,40.0,1.2,0.04,3.333333333,0.0,0.0,0.0,0.09,0.075,4,1,2,3,2,0.0,0.24
0.0,0.0,76.5825326,9.918885823,1.0,24.0,20.0,8.0,1000.0,0.0,1.9,0.02,1.052631579,0.0,0.0,0.0,0.05,0.026315789,4,1,2,3,2,0.0,0.33
0.0,0.0,7.0,2.333333333,2.449418358,24.0,20.0,7.0,9.569545455,100.0,3.0,0.0099,0.33,0.2126275,4.495570993,0.149187223,0.475207937,0.14876028,4,1,2,4,0,4.8573857160000005,4.391142013
0.0,0.0,10.0,4.199916002,1.549238914,48.0,20.0,8.2,0.0,969.0962525,2.381,0.039,1.637967241,0.150640833,8.298085532,0.22572,0.383409132,0.139003796,4,1,7,0,1,8.674446365000001,18.05047154
0.0,0.0,2.5,0.798722045,2.487975556,72.0,20.0,6.0,4.0,27.0,3.13,0.124574,3.98,0.28,1.36,0.101240993,0.342466969,0.082400928,4,0,2,3,2,1.7412409930000001,0.0
0.0,0.0,10.0,4.347826087,5.36415715,6.0,22.0,6.9,10.0,0.0,2.3,0.054231645,1.701263228,0.05,2.8,0.02,0.4,0.173913043,4,0,2,4,1,2.8699999999999997,0.277909912
0.0,0.0,20.0,5.0,4.473493744,24.0,22.0,7.5,2.0,2000.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,4,1,2,4,2,0.0,0.373614413
1.0,0.5,14.98,13.61818182,6.986766008,24.0,22.0,7.0,10.0,120.0,1.1,0.0495,4.5,0.06,1.61,0.24,0.26,0.236363636,0,1,7,4,1,1.9100000000000001,1.668833334
0.0,0.0,20.0,1.941747573,7.863686446,24.0,25.0,7.0,20.0,380.2699694,10.3,0.116,1.126213592,0.3,6.645546099,0.3,4.3,0.417475728,4,1,2,4,3,7.245546098999999,15.9978987
2.0,0.5,20.0,5.0,3.094347298,24.0,22.0,7.5,2.0,1306.976744,4.0,0.048,1.2,0.217995,2.733134397,0.157464366,0.467902454,0.121628917,0,1,2,4,1,3.1085937630000005,0.590199333
0.0,0.0,8.0,4.0,2.345270703,72.0,21.0,7.0,28.0,117.6103976,2.0,0.033240833,1.656399943,0.2881425,4.067849452,0.286903441,0.3,0.15,4,1,2,4,0,4.642895393,1.43
0.0,0.0,10.0,3.333333333,6.143469289,2.0,22.0,6.9,10.0,0.0,3.0,0.0201,0.7,0.01,8.82,0.19,0.49,0.163333333,4,0,2,4,0,9.02,0.165845232
6.0,0.5,20.0,5.0,7.138662744,24.0,22.0,7.5,2.0,2306.976744,4.0,0.048,1.2,0.241045,2.793890496,0.173293695,0.936541429,0.343236912,0,1,2,4,1,3.208229191,0.522281195
0.0,0.0,34.40252014,6.200407885,1.0,24.0,20.0,8.0,1000.0,20.0,1.7,0.103,6.058823529,0.0,0.63,0.0,0.136264373,0.072411663,4,1,2,3,2,0.63,0.0
5.0,72.0,4.0,1.333333333,1.989470738,72.0,21.12261905,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.338622261,0.101957546,6,0,2,4,2,2.754609929,0.451851104
0.0,0.0,20.62,7.637037037,5.450348189,24.0,22.0,7.0,10.0,30.0,2.7,0.081,3.0,0.24,1.24,0.12,0.69,0.255555556,4,1,7,4,1,1.6,1.495983092
0.0,0.0,6.0,2.0,2.227852309,24.0,20.0,8.0,18.97454545,100.0,3.0,0.003,0.1,0.4510025,4.070470993,0.24977085,0.60121265,0.161804364,4,1,2,4,0,4.771244343,7.332054632
0.0,0.0,10.0,5.555555556,7.433789048,4.0,25.0,7.95,20.0,115.7966552,1.8,0.042692802,1.932292897,0.39996,4.293252199,0.209006099,0.372713557,0.12378363,4,0,4,4,1,4.902218298,0.232607778
0.0,0.0,15.0,3.0,12.40606539,24.0,22.0,8.0,10.0,82.70356304,5.0,0.055,1.1,0.53679,2.857714894,0.230793596,0.769230769,0.153846154,4,0,7,4,3,3.6252984899999996,0.003207981
0.0,0.0,73.65110404,7.151454205,1.0,24.0,20.0,8.0,1000.0,20.0,3.7,0.155,4.189189189,0.0,0.0,0.0,0.12,0.032432432,4,1,2,3,2,0.0,0.28
0.0,0.0,20.0,2.272727273,7.85370489,13.0,22.0,6.9,10.0,0.0,8.8,0.1557,1.8,1.1,1.39,0.35,1.51,0.171590909,4,0,2,4,3,2.8400000000000003,1.85226316
0.0,0.0,200.0,61.34969325,14.3,168.0,25.0,7.0,20.0,57.50596596,3.26,0.033904,1.04,0.74855,5.027442333,0.273426099,1.004381408,0.211151292,4,0,2,2,1,6.0494184319999995,2.2
0.0,0.0,60.0,12.34567901,51.9,168.0,25.0,7.0,20.0,74.4815334,4.86,0.047142,0.97,0.76803,6.673972449,0.517488099,1.146254647,0.199435936,4,1,2,2,1,7.959490548000001,0.1
0.0,0.0,20.0,10.52631579,4.573896607,1.0,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.053514921,3.9885,0.183811814,0.17,0.089473684,4,1,7,4,1,5.225826735,1.075783701
0.0,0.0,6.365309388,4.786916219,4.0,168.0,20.0,7.0,1.0,243.7224374,1.329730686,0.025981884,1.953920769,0.30877,3.729668298,0.234131869,0.278012086,0.173826348,4,1,5,4,2,4.272570167,9.068295604
0.0,0.0,20.0,10.52631579,7.357772357,2.0,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.036884921,6.9075,0.199447814,0.17,0.089473684,4,0,7,4,1,8.143832735,1.819173867
0.0,0.0,12.0,3.0,4.344766931,174.0,25.0,7.2,10.0,0.0,4.0,0.1516,3.79,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,3.676175917
0.0,0.0,14.43527928,2.633047983,4.0,168.0,20.0,7.0,1.0,83.13679412,5.444901962,0.167589025,3.077907111,0.381026667,2.376398683,0.235082969,0.331465217,0.084945302,4,1,5,4,2,2.992508319,31.23426975
0.0,0.0,15.0,3.0,13.89852413,24.0,22.0,8.0,10.0,75.84354674,5.0,0.095,1.9,0.450658571,4.035650496,0.206996199,0.595238095,0.119047619,4,0,7,4,3,4.693305265999999,1.930692111
6.204,0.333333333,27.30489143,3.383123769,9.713672654,24.0,20.0,7.099481241,48.32,248.0,10.34,0.054,0.522243714,0.136,0.2,0.004,0.61,0.058994197,5,0,0,4,1,0.34,0.339845094
1.44,2.087460589,12.4,2.755555556,3.4184089,72.0,22.79,6.5,40.0,144.0,4.5,0.153,3.4,0.3273,4.454806596,0.21711773,0.313372095,0.094578731,5,1,2,4,2,4.999224326,4.8083081
0.0,0.0,10.0,4.0,4.80848925,2.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,0,2,4,0,3.7099999999999995,0.070112695
0.0,0.0,16.7,7.952380952,2.9,2.0,25.0,7.0,10.0,21.2,2.1,0.05,2.380952381,1.43,2.6,0.07,0.383700722,0.133774254,4,1,2,4,2,4.1000000000000005,3.005811759
6.4,0.5,19.2,3.0,7.575141136,72.0,25.0,7.0,10.0,60.0,6.4,0.057,0.890625,0.684675,4.0,0.133527484,1.12,0.175,0,0,2,4,3,4.818202484,1.608497298
0.0,0.0,12.0,3.0,3.94585998,168.0,25.0,7.2,10.0,0.0,4.0,0.0532,1.33,0.46126,10.0011866,0.153439463,1.88,0.47,4,0,2,4,2,10.615886063,1.08
20.0,6.0,16.35,12.57692308,15.45355639,24.0,22.0,7.0,10.0,430.0,1.3,0.0208,1.6,5.16352,2.6,0.49,1.7,1.307692308,2,1,7,4,1,8.25352,0.358742435
0.0,0.0,37.89,4.857692308,14.84044515,24.0,22.0,7.0,10.0,90.0,7.8,0.039,0.5,0.13,2.8,0.69,5.402083897,0.715390354,4,1,7,4,3,3.6199999999999997,0.811545774
0.0,0.0,5.3,1.0,5.098882826,0.5,25.0,8.1,0.0,12900.0,5.3,0.079,1.490566038,0.52631,6.166294397,0.303054606,2.071555308,0.354506558,4,1,3,0,3,6.995659002999999,1.105731094
1.5,1.0,40.0,4.938271605,19.80311121,48.0,20.0,7.0,15.6,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,6.931257447
3.0,0.083333333,15.0,5.0,6.812644392,72.0,22.0,7.2,10.0,96.80395767,3.0,0.078,2.6,0.15853,11.6639144,0.201722166,0.111111111,0.037037037,5,0,7,4,1,12.024166566,0.466217033
0.0,0.0,60.0,14.05152225,51.0,168.0,25.0,7.0,20.0,91.15430084,4.27,0.043981,1.03,0.49123,6.367236731,0.472179,1.14569704,0.204284158,4,1,2,2,1,7.330645731,0.1
0.0,0.0,6.0,2.0,4.365013725,24.0,20.0,7.0,10.72454545,100.0,3.0,0.0078,0.26,0.2660225,4.333078794,0.174651421,0.483783771,0.152463355,4,0,2,4,0,4.7737527150000005,4.216790162
12.5,1.0,5.0,0.588235294,3.378699028,1.0,23.54,7.0,5.0,0.0,8.5,0.154824714,3.281448339,1.215792421,10.6236766,0.271234899,0.212919132,0.02504931,5,1,7,4,2,12.110703919999999,1.092454976
0.0,0.0,14.98,13.61818182,6.986766008,24.0,22.0,7.0,10.0,120.0,1.1,0.0495,4.5,0.06,1.61,0.24,0.26,0.236363636,4,1,7,4,1,1.9100000000000001,1.36787267
0.0,0.0,73.11253132,7.251891719,1.0,24.0,20.0,8.0,1000.0,10.0,3.0,0.138,4.6,0.0,0.35,0.0,0.11,0.036666667,4,1,2,3,2,0.35,0.67
0.0,0.0,170.1585056,14.83117423,1.0,24.0,20.0,8.0,1000.0,40.0,0.9,0.021,2.333333333,0.0,0.0,0.0,0.05,0.055555556,4,1,2,3,2,0.0,0.25
10.0,0.5,20.0,5.0,4.515507571,24.0,22.0,7.5,2.0,2000.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,0.18852409
0.0,0.0,72.15445064,7.707145937,1.0,24.0,20.0,8.0,1000.0,0.0,2.4,0.108,4.5,0.0,0.34,0.0,0.09485358,0.034565805,4,1,2,3,2,0.34,0.29
0.0,0.0,6.46949929,4.861887776,4.0,168.0,20.0,7.0,1.0,243.3834374,1.330655825,0.026298672,1.976369183,0.30877,3.796268298,0.235671869,0.275592086,0.173826348,4,1,5,4,2,4.340710167,10.37978983
0.0,0.0,300.0,111.9402985,17.6,168.0,25.0,7.0,20.0,49.46015613,2.68,0.038056,1.42,1.21523,7.114451563,0.251432463,3.819505,0.401396432,4,0,2,2,1,8.581114026000002,1.6
0.0,0.0,5.0,1.666666667,3.615062269,24.0,25.0,7.0,2.0,100.0,3.0,0.029821544,1.175927254,0.5202,3.883053191,0.168801092,0.426726549,0.144404207,4,0,2,4,0,4.572054283,4.100730464
0.0,0.0,10.0,3.333333333,1.4,168.0,25.0,7.0,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.340890893,0.115051583,4,0,2,2,1,0.27,1.2
0.0,0.0,9.0,2.884615385,6.067192407,24.0,25.0,7.0,10.0,443.8536122,3.12,0.067108487,2.164933885,0.78,0.7,0.006,0.92,0.294871795,4,1,0,4,2,1.486,12.39294409
0.0,0.0,20.0,3.278688525,9.022960595,24.0,25.0,9.0,20.0,558.5420834,6.1,0.111,1.819672131,0.3,6.735043333,0.4,1.5,0.245901639,4,1,2,3,3,7.435043333,3.589865105
0.0,0.0,4.0,1.333333333,2.053292552,24.0,20.0,7.0,11.32454545,100.0,3.0,0.0099,0.33,0.2700125,4.460253191,0.173158949,0.472850937,0.149695389,4,1,2,4,0,4.90342464,6.026876147
2.3,0.019565217,8.757016666,2.840609454,3.701356312,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.223415,4.493846596,0.152673936,0.205751319,0.061055468,5,0,5,4,1,4.869935532,0.556939563
0.0,0.0,7.0,3.004291845,3.9,168.0,25.0,7.0,20.0,72.20209601,2.33,0.023999,1.03,0.33967,6.079172449,0.215916199,0.402206105,0.138556096,4,1,2,2,1,6.634758647999999,0.7
0.0,0.0,15.0,3.191489362,13.2,2.0,25.0,7.0,20.0,60.0,4.7,0.08,1.70212766,0.3,14.6,0.07,0.05,0.010638298,4,0,2,4,3,14.97,0.498332729
0.0,0.0,8.0,4.0,3.024814026,72.0,21.0,7.0,28.0,95.27902234,2.0,0.048038622,1.941359619,0.10945,5.624470657,0.285705945,0.14,0.07,4,1,2,4,0,6.019626602,0.18
0.0,0.0,50.0,14.16430595,40.8,168.0,25.0,7.0,20.0,89.95392542,3.53,0.049067,1.39,0.389097273,6.767398433,0.489882,0.993868148,0.202913617,4,1,2,2,1,7.646377706,0.2
0.0,0.0,9.51868148,2.959908738,3.674122803,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.15888,6.947326596,0.170550894,0.326556666,0.107695663,4,0,5,4,1,7.27675749,1.928760717
0.0,0.0,72.90487708,6.758001226,1.0,24.0,20.0,8.0,1000.0,0.0,3.6,0.14,3.888888889,0.0,1.73,0.0,0.165961522,0.045218028,4,1,2,3,2,1.73,0.43
0.0,0.0,200.0,66.66666667,59.2,168.0,25.0,8.3,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,2.13356826,0.390955952,4,0,2,2,1,0.27,1.6
0.0,0.0,0.0,0.0,0.0,24.0,25.0,7.0,20.0,1055.740017,10.3,0.116,1.126213592,0.3,19.0832766,0.3,4.3,0.417475728,4,1,2,4,3,19.683276600000003,0.0
0.0,0.0,15.27202811,2.446288701,4.0,168.0,20.0,7.0,1.0,276.285916,6.242937761,0.212731497,3.407554348,0.87945,13.7456866,0.247879574,0.627058441,0.103960353,4,1,5,4,2,14.873016174000002,32.81499382
0.0,0.0,6.0,2.0,1.525645053,24.0,25.0,7.0,2.0,100.0,3.0,0.028624936,1.247904296,0.57727,3.90164539,0.211873564,0.42398919,0.153391949,4,1,2,4,0,4.690788954,5.519352978
0.0,0.0,10.0,4.0,4.656540125,44.0,22.0,6.9,10.0,40.0,2.5,0.0545,2.2,0.03,0.0,0.0,0.06,0.024,4,0,2,4,1,0.03,1.580041258
5.6,0.038988095,22.48317837,4.276310387,4.383271238,72.0,20.0,7.0,5.0,201.2,4.0,0.24,6.0,0.91617,35.5109183,0.261598673,0.404440071,0.112136905,2,1,5,4,1,36.688686973,4.280863995
0.0,0.0,12.0,3.0,5.981430278,168.0,25.0,7.2,10.0,0.0,4.0,0.0744,1.86,0.36758,1.642926099,0.053082199,0.64,0.16,4,0,2,4,2,2.063588298,4.12
0.0,0.0,13.36778225,3.55394097,2.069982193,72.0,50.0,8.0,2.0,86.48732646,4.0,0.089906999,2.31670806,0.33941,5.660768052,0.177756099,0.421913774,0.110775562,4,1,2,3,2,6.177934151,0.285782304
16.095,0.166666667,16.095,2.146,4.681733199,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,1,1,7,4,3,5.1899999999999995,14.70684221
0.0,0.0,8.0,1.6,5.183556285,72.0,22.0,6.0,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,0,7,4,2,0.0,3.958163397
0.0,0.0,15.0,3.191489362,7.4,2.0,25.0,7.0,20.0,60.0,4.7,0.08,1.70212766,0.3,14.6,0.07,0.05,0.010638298,4,1,2,4,3,14.97,10.9547177
0.0,0.0,71.66836064,7.607829488,1.0,24.0,20.0,8.0,1000.0,0.0,3.3,0.109,3.303030303,0.0,0.07,0.0,0.11,0.033333333,4,1,2,3,2,0.07,0.0
0.0,0.0,50.2,3.746268657,18.70510613,24.0,25.0,7.0,20.0,74.06566667,13.4,0.14,1.044776119,0.403686667,5.259446099,0.12273,3.44,0.256716418,4,1,2,4,3,5.785862765999999,2.931384463
0.0,0.0,15.0,1.229508197,6.0,168.0,25.0,8.3,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,2.982481424,0.304702713,4,0,2,2,3,35.85,1.7
0.0,0.0,76.3002838,10.57175978,1.0,24.0,20.0,8.0,1000.0,0.0,1.2,0.05,4.166666667,0.005,0.0,0.0,0.05,0.041666667,4,1,2,3,2,0.005,0.41
0.0,0.0,20.0,1.941747573,5.81168789,48.0,25.0,7.0,20.0,355.1168686,10.3,0.116,1.126213592,0.3,6.234892199,0.3,4.3,0.417475728,4,1,2,4,3,6.834892199,14.89934907
0.0,0.0,71.61713746,7.496062083,1.0,24.0,20.0,8.0,1000.0,10.0,3.2,0.12,3.75,0.0,0.29,0.0,0.13,0.040625,4,1,2,3,2,0.29,0.29
0.0,0.0,20.0,3.278688525,12.38822803,12.0,25.0,7.0,20.0,83.82979923,6.1,0.111,1.819672131,0.3,5.1413,0.4,1.5,0.245901639,4,1,2,4,3,5.8413,12.3510728
3.5,12.0,10.5,3.0,4.501062348,168.0,25.0,7.2,5.0,0.0,3.5,0.00735,0.21,0.570556667,9.783092199,0.186356496,0.21,0.06,5,0,2,4,2,10.540005362,0.652977696
0.0,0.0,20.0,10.52631579,4.622916752,0.333333333,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.157814921,4.1131,0.216524121,0.17,0.089473684,4,1,7,4,1,5.487439042,0.668875183
0.0,0.0,213.0,7.580071174,35.42060335,168.0,25.0,7.0,20.0,196.0,28.1,0.4777,1.7,15.7,0.0,0.0,9.4,0.334519573,4,0,2,2,3,15.7,4.563801501
0.0,0.0,13.9,3.02173913,7.320778001,48.0,25.0,7.0,10.0,121.7371093,4.6,0.05842,1.27,0.12,0.1,0.001,1.17,0.254347826,4,1,2,4,2,0.221,5.311923736
3.0,24.0,16.4,4.1,7.51838893,72.0,25.0,7.0,32.04,50.0,4.0,0.0332,0.83,0.67862,4.872851042,0.227364894,1.35,0.3375,5,1,2,4,0,5.778835935999999,22.44014453
0.0,0.0,3.6,3.0,2.030568024,24.0,22.51,6.0,30.0,221.4387051,1.2,0.00048,0.04,0.85795,6.047760496,0.288437496,0.717225385,0.228617672,4,1,6,4,1,7.194147992,3.531091541
3.0,0.083333333,15.0,5.0,5.857423065,72.0,22.0,7.2,10.0,102.3481429,3.0,0.054,1.8,0.0892,4.336848865,0.169680868,0.107142857,0.035714286,5,0,7,4,1,4.595729733000001,0.347408165
0.0,0.0,7.0,2.333333333,2.449418358,24.0,20.0,7.0,9.519545455,100.0,3.0,0.0111,0.37,0.2126275,4.495570993,0.149177223,0.475807937,0.148674459,4,1,2,4,0,4.857375716,5.380363238
0.0,0.0,12.0,3.0,6.158363458,53.0,25.0,7.2,10.0,0.0,4.0,0.0104,0.26,0.49381,3.494384397,0.069382199,0.76,0.19,4,0,2,4,1,4.057576596,0.262829311
0.0,0.0,12.85,13.52631579,9.691311586,72.0,25.0,7.1183,29.035,0.0,0.95,0.04218,4.44,0.73421,17.13657445,0.315042044,0.26,0.273684211,4,1,2,4,0,18.185826494,4.840811483
0.0,0.0,101.78,20.0,38.96565513,168.0,25.0,7.176888889,126.075,320.3917019,5.089,0.111958,2.2,11.61629167,7.679128182,0.82134,5.577534689,0.510530247,4,1,7,4,3,20.116759852,30.20916303
0.0,0.0,5.8,2.0,2.3879328,168.0,20.0,7.0,30.0,103.9336316,2.9,0.08381,2.89,0.2092225,5.202702695,0.186333596,0.254928028,0.079338337,4,1,2,4,1,5.598258791,13.10706807
0.0,0.0,169.4908329,14.33283584,1.0,24.0,20.0,8.0,1000.0,40.0,1.3,0.021,1.615384615,0.0,0.04,0.0,0.04,0.030769231,4,1,2,3,2,0.04,0.33
0.0,0.0,5.0,1.801801802,1.895320463,24.0,25.0,7.1093,14.67,129.6631323,2.775,0.03,1.081081081,1.333132421,5.671188298,0.210212298,0.435765231,0.151551863,4,1,7,4,1,7.214533017,1.273089718
0.0,0.0,71.85740064,8.148151029,1.0,24.0,20.0,8.0,1000.0,0.0,2.3,0.107,4.652173913,0.0,0.36,0.0,0.082184097,0.032443476,4,1,2,3,2,0.36,0.59
2.3,0.019565217,7.158827375,2.431522045,3.563139514,72.0,20.0,7.0,5.0,28.7,3.2,0.1088,3.4,0.156365,8.520868298,0.191038234,0.228953838,0.058733732,5,0,5,4,1,8.868271532,3.531039624
0.0,0.0,12.85,13.52631579,7.148979749,72.0,25.0,7.042,39.14,0.0,0.95,0.02242,2.36,0.58537,12.89901835,0.303022044,0.17,0.178947368,4,1,2,4,0,13.787410394,0.817473868
0.0,0.0,13.36118828,3.514271103,2.071426668,120.0,50.0,8.0,2.0,139.7302624,4.0,0.089311688,2.360135798,0.31229,5.91306362,0.16705,0.476275484,0.114234542,4,1,2,3,2,6.39240362,0.082697391
0.0,0.0,18.11229101,7.34814538,1.0,24.0,23.0,7.5,0.0,21.0,2.53,0.04301,1.7,0.59,2.37,0.05,0.49,0.193675889,4,1,2,0,1,3.01,7.41
0.0,0.0,6.0,2.0,2.232942497,24.0,20.0,7.0,12.2,1000.0,3.0,0.0078,0.26,0.26367,4.339548794,0.160618949,0.526172012,0.18385155,4,1,2,4,0,4.763837743,2.353959108
0.0,0.0,300.0,101.010101,17.3,168.0,25.0,7.0,20.0,38.09298946,2.97,0.041877,1.41,1.14273,4.984301563,0.166398562,3.784005,0.400082944,4,0,2,2,1,6.293430125,1.9
0.0,0.0,71.95474966,8.49778726,1.0,24.0,20.0,8.0,1000.0,0.0,1.8,0.105,5.833333333,0.0,0.48,0.0,0.087751181,0.048289025,4,1,2,3,2,0.48,0.35
0.0,0.0,50.0,8.196721311,33.07524248,24.0,25.0,7.0,20.0,66.38383986,6.1,0.111,1.819672131,0.3,5.627133333,0.4,1.5,0.245901639,4,1,2,4,3,6.327133333,3.720578266
0.0,0.0,20.0,1.639344262,8.3,168.0,25.0,8.3,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,3.355594479,0.286596998,4,0,2,2,3,35.85,2.4
0.0,0.0,5.0,5.0,4.57497375,168.0,20.0,8.0,19.76,213.5274534,1.0,0.026588576,1.840217005,0.31567,3.913942443,0.352587342,0.393627725,0.154806919,4,1,2,4,0,4.582199784999999,0.0
0.0,0.0,15.0,4.838709677,7.087202691,2.0,25.0,7.0,2.0,416.0,3.1,0.0434,1.4,1.040509921,5.914938298,0.204012099,0.34,0.109677419,4,0,7,4,1,7.159460318,0.795960187
3.5,12.0,10.5,3.0,4.986029771,168.0,25.0,7.2,5.0,0.0,3.5,0.08435,2.41,0.28485,12.88063,0.166920397,0.072916666,0.020833333,5,0,2,4,2,13.332400397,0.397541067
0.0,0.0,20.0,10.52631579,5.526152013,2.0,25.0,8.0,2.0,48.0,1.9,0.0247,1.3,0.965754921,5.347263333,0.206197814,0.17,0.089473684,4,1,7,4,1,6.519216068,1.304929846
0.0,0.0,8.0,4.0,3.064220569,72.0,21.0,7.0,28.0,96.90781268,2.0,0.045575599,1.928338114,0.09496,5.957272359,0.264452044,0.18,0.09,4,0,2,4,0,6.316684403,0.95
0.0,0.0,85.0,43.14720812,37.9,168.0,25.0,8.3,20.0,1005.302561,1.97,0.050038,2.54,0.0,10.00574195,0.546272199,2.257224222,0.583213551,4,0,2,2,2,10.552014149000001,1.1
0.0,0.0,10.0,4.199916002,1.710489196,72.0,20.0,8.2,0.0,971.0332525,2.381,0.039,1.637967241,0.149600833,7.756816028,0.22242,0.388006667,0.14077173,4,1,7,0,1,8.128836861,24.02086796
0.0,0.0,20.0,1.941747573,8.609871166,12.0,25.0,7.0,20.0,390.5519474,10.3,0.116,1.126213592,0.3,6.672646099,0.3,4.3,0.417475728,4,1,2,4,3,7.272646098999999,14.32737698
0.0,0.0,55.0,27.91878173,47.7,168.0,25.0,6.0,20.0,175.5793558,1.97,0.050038,2.54,0.0,8.158110374,0.548308298,1.216457009,0.365331586,4,1,2,2,2,8.706418672,0.3
0.0,0.0,15.0,5.0,9.838593946,72.0,22.43,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.401169961,0.133377469,4,1,2,4,2,2.754609929,3.779073695
0.0,0.0,10.0,2.127659574,5.595295435,2.0,22.0,6.9,10.0,830.0,4.7,0.0958,2.0,0.04,0.0,0.0,0.3,0.063829787,4,1,2,4,3,0.04,2.665424828
0.0,0.0,12.0,1.052631579,1.5,168.0,25.0,7.0,20.0,1049.399,11.4,0.16188,1.42,0.12,17.24565139,0.191052199,2.875352944,0.289003601,4,0,2,2,3,17.556703589,4.3
0.0,0.0,15.0,3.0,6.7,72.0,25.0,7.0,20.0,500.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,0,2,4,2,0.0,3.593129784
0.0,0.0,8.0,4.0,2.777404355,72.0,21.0,7.0,28.0,88.37202234,2.0,0.048220293,1.904357029,0.16612,5.109302856,0.243282044,0.21,0.105,4,1,2,4,0,5.5187049,1.58
0.0,0.0,16.03529023,8.812379055,1.0,24.0,25.0,7.0,10.0,20.6,1.38,0.024288,1.76,0.44,0.47,0.002,0.29,0.210144928,4,1,2,4,2,0.9119999999999999,3.604450626
0.0,0.0,6.0,2.0,4.093007871,24.0,20.0,7.0,11.595,500.0,3.0,0.0078,0.26,0.26245,4.512222695,0.153786751,0.524694359,0.172069897,4,0,2,4,0,4.928459446000001,2.38874351
0.0,0.0,8.0,4.0,3.024814026,72.0,21.0,7.0,28.0,95.27902234,2.0,0.048038622,1.941359619,0.10945,5.624470657,0.285705945,0.14,0.07,4,1,2,4,0,6.019626602,1.13
0.0,0.0,171.1694787,14.33824098,1.0,24.0,20.0,8.0,1000.0,40.0,1.2,0.024,2.0,0.0,0.0,0.0,0.05,0.041666667,4,1,2,3,2,0.0,0.25
